"","Rank0","Kingdom","Phylum","Class","Order","Family","Genus","OTU"
"Otu000123","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__1","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__1::g__31","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__1::g__31::Otu000123"
"Otu000174","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__32","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__32::Otu000174"
"Otu000295","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__33","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__33::Otu000295"
"Otu000189","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__34","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__34::Otu000189"
"Otu000380","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__35","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__35::Otu000380"
"Otu000126","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__36","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__36::Otu000126"
"Otu000077","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__37","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__37::Otu000077"
"Otu000434","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000434"
"Otu000226","Life","Life::Bacteria","Life::Bacteria::p__1","Life::Bacteria::p__1::c__1","Life::Bacteria::p__1::c__1::o__1","Life::Bacteria::p__1::c__1::o__1::f__2","Life::Bacteria::p__1::c__1::o__1::f__2::g__38","Life::Bacteria::p__1::c__1::o__1::f__2::g__38::Otu000226"
"Otu000347","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60::g__39","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::vadinBB60::g__39::Otu000347"
"Otu000600","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__3","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__3::g__40","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__3::g__40::Otu000600"
"Otu000531","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__41","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__41::Otu000531"
"Otu000355","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__42","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__42::Otu000355"
"Otu000506","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__43","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__43::Otu000506"
"Otu000486","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__44","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__44::Otu000486"
"Otu000162","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__45","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__45::Otu000162"
"Otu000139","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__46","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__46::Otu000139"
"Otu000525","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__47","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Christensenellaceae::g__47::Otu000525"
"Otu000598","Life","Life::Bacteria","Life::Bacteria::p__2","Life::Bacteria::p__2::c__2","Life::Bacteria::p__2::c__2::o__2","Life::Bacteria::p__2::c__2::o__2::f__4","Life::Bacteria::p__2::c__2::o__2::f__4::g__48","Life::Bacteria::p__2::c__2::o__2::f__4::g__48::Otu000598"
"Otu000143","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Deltaproteobacteria","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae::Desulfovibrio","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae::Desulfovibrio::Otu000143"
"Otu000181","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Deltaproteobacteria","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae::Desulfovibrio","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae::Desulfovibrio::Otu000181"
"Otu000327","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Deltaproteobacteria","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae::Desulfovibrio","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae::Desulfovibrio::Otu000327"
"Otu000223","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Deltaproteobacteria","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae::g__49","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae::g__49::Otu000223"
"Otu000217","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Deltaproteobacteria","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae::Bilophila","Life::Bacteria::Proteobacteria::Deltaproteobacteria::Desulfovibrionales::Desulfovibrionaceae::Bilophila::Otu000217"
"Otu000203","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__50","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__50::Otu000203"
"Otu000273","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Howardella","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Howardella::Otu000273"
"Otu000046","Life","Life::Bacteria","Life::Bacteria::p__3","Life::Bacteria::p__3::c__3","Life::Bacteria::p__3::c__3::o__3","Life::Bacteria::p__3::c__3::o__3::f__5","Life::Bacteria::p__3::c__3::o__3::f__5::g__51","Life::Bacteria::p__3::c__3::o__3::f__5::g__51::Otu000046"
"Otu000157","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__52","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__52::Otu000157"
"Otu000265","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Butyrivibrio","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Butyrivibrio::Otu000265"
"Otu000151","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Oribacterium","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Oribacterium::Otu000151"
"Otu000194","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Roseburia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Roseburia::Otu000194"
"Otu000044","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__53","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__53::Otu000044"
"Otu000122","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__54","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__54::Otu000122"
"Otu000137","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__55","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__55::Otu000137"
"Otu000329","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__56","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__56::Otu000329"
"Otu000158","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Incertae_Sedis::Otu000158"
"Otu000659","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__57","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__57::Otu000659"
"Otu000031","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Dorea","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Dorea::Otu000031"
"Otu000204","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Incertae_Sedis::Otu000204"
"Otu000050","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Incertae_Sedis::Otu000050"
"Otu000081","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__58","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__58::Otu000081"
"Otu000461","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Coprococcus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Coprococcus::Otu000461"
"Otu000076","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Coprococcus","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Coprococcus::Otu000076"
"Otu000051","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Roseburia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Roseburia::Otu000051"
"Otu000320","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Roseburia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Roseburia::Otu000320"
"Otu000553","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Pseudobutyrivibrio","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Pseudobutyrivibrio::Otu000553"
"Otu000005","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__59","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__59::Otu000005"
"Otu000178","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__60","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__60::Otu000178"
"Otu000644","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Roseburia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Roseburia::Otu000644"
"Otu000097","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Roseburia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Roseburia::Otu000097"
"Otu000211","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__61","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__61::Otu000211"
"Otu000328","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__62","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__62::Otu000328"
"Otu000511","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__63","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__63::Otu000511"
"Otu000218","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__64","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::g__64::Otu000218"
"Otu000034","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Blautia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Blautia::Otu000034"
"Otu000022","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Blautia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Lachnospiraceae::Blautia::Otu000022"
